"","A","B"
"1",-0.188715756479338,0.153573998538928
"2",-0.21679401770693,0.150639362348559
"3",-0.230893418321896,0.127802058389259
"4",-0.221229583174722,0.173677555357501
"5",-0.225378806207457,0.14333940401669
"6",-0.217182329288548,0.137057473283172
"7",-0.211168023593903,0.165455738576448
"8",-0.203440029727556,0.211125261390513
"9",-0.129212177035148,0.180091252904859
"10",-0.148607051627734,0.192839441289471
"11",-0.13351522962075,0.236037656674993
"12",-0.0736331538729292,0.23168421863032
"13",-0.130926113382064,0.262448570129827
"14",-0.109704077491367,0.273201716641232
"15",-0.105332053688856,0.302211228288522
"16",-0.122631528824304,0.276282147717701
"17",-0.0566641386547623,0.266814236032895
"18",-0.0109990302626212,0.258372428849437
"19",-0.0436805269373585,0.269473061671902
"20",-0.0323752300689259,0.267820405412529
"21",-0.110214298348934,0.226879240069392
"22",-0.0573609651379095,0.236206142574524
"23",-0.0748464760647685,0.308029845176457
"24",-0.126793613085573,0.214903687508404
"25",-0.134453034141337,0.234282023194511
"26",-0.106103626592163,0.22597354302767
"27",-0.113747345935532,0.172413253975887
"28",-0.128018887212762,0.199479845849119
"29",-0.091311227379364,0.212369979814822
"30",-0.166262958503326,0.199121817512687
"31",-0.161731778107653,0.179469203693387
"32",-0.158144455080002,0.199474597252427
"33",-0.146531117960853,0.20119945019172
"34",-0.169658904541676,0.170957320818726
"35",-0.156963001928038,0.181304170182081
"36",-0.122182019656062,0.243809932957845
"37",-0.16724037912954,0.168149232590601
"38",-0.252332467499997,0.176313935958847
"39",-0.226182267568816,0.159943153915202
"40",-0.190488427578141,0.193846118777544
"41",-0.196061260161913,0.12830157544768
"42",-0.164621188731668,0.175763315912558
"43",-0.234075854214904,0.19090261696898
"44",-0.161076025902353,0.170172347538304
"45",-0.178405273113464,0.156767497361456
"46",-0.236174561551031,0.169700713035707
"47",-0.194540011959248,0.300127375783417
"48",-0.182760291411769,0.191387168711501
"49",-0.1764263543623,0.25373206788695
"50",-0.171081503055956,0.225287729472493
"51",-0.182602997851524,0.191229161310923
"52",-0.146867064160835,0.229469461281868
"53",-0.134744155609554,0.23001624358729
"54",-0.154126834992628,0.258366303903685
"55",-0.0820456077454763,0.286020004066844
"56",-0.0535252101760502,0.289637233915865
"57",-0.0813069107081203,0.340691972258906
"58",-0.0230322390448653,0.307388865349419
"59",-0.02718344702577,0.35551263369059
"60",-0.0302638858768497,0.385951759364465
"61",-0.0252718448300465,0.373353423393625
"62",-0.0340333813984951,0.336433247646132
"63",-0.0528397702501992,0.393562671281769
"64",-0.0322286594887154,0.296969537839311
"65",-0.0431249410177291,0.320527670446481
"66",-0.0544371126310228,0.314220545235321
"67",-0.106126983741047,0.255103556392697
"68",-0.166993203719888,0.24152278912948
"69",-0.116474824932938,0.219853035516461
"70",-0.190112294421069,0.310839139857402
"71",-0.149925967475116,0.217265285701344
"72",-0.214745664401096,0.261202683500566
"73",-0.137661150479489,0.193557710051208
"74",-0.172700694540604,0.182052805882753
"75",-0.17912378387537,0.123196941252739
"76",-0.244032934439789,0.205264301536619
"77",-0.240962005152244,0.154750140532847
"78",-0.248868067797286,0.216251462859032
"79",-0.190477547252893,0.186699862152901
"80",-0.159649922662674,0.131935585356117
"81",-0.21132553117226,0.242199270489005
"82",-0.176269448043155,0.149701195520195
"83",-0.220482461854011,0.186687118855516
"84",-0.204047680441795,0.196019900911388
"85",-0.198760499353772,0.169837086582869
"86",-0.168458585363533,0.190377740705997
"87",-0.253347309396039,0.118851865197659
"88",-0.184153883663,0.187361528571048
"89",-0.227378287718342,0.132600512847771
"90",-0.167983485183965,0.186559557051353
"91",-0.203047303916966,0.131133270140327
"92",-0.186973474536931,0.172556880184497
"93",-0.167931186277872,0.130293193994869
"94",-0.206806971388738,0.128992977010848
"95",-0.191184508508828,0.159054141809409
"96",-0.142707483133553,0.141247923535682
"97",-0.184163138146646,0.11822985904234
"98",-0.200294021132143,0.143664388911013
"99",-0.183475726782829,0.130003797308266
"100",-0.204226259033013,0.139080184925856
"101",-0.290686158177391,0.12410271825945
"102",-0.248614705944487,0.229141508794895
"103",-0.223502775299065,0.189626293001709
"104",-0.186043201574993,0.144496304094265
"105",-0.230822057297838,0.13699009000253
"106",-0.218217330433471,0.226019047160026
"107",-0.165363560098181,0.195272940681491
"108",-0.175150264361773,0.213441011513539
"109",-0.174794995034899,0.218826198461522
"110",-0.119400351202949,0.196551946949859
"111",-0.179076899034396,0.209539685172021
"112",-0.15770422310883,0.19956322226358
"113",-0.143790347785358,0.226385520862474
"114",-0.108000915463476,0.226501433118589
"115",-0.155657570721125,0.276662959084837
"116",-0.14929231354838,0.204023564893639
"117",-0.149716197311637,0.228704173789491
"118",-0.176888109357714,0.186403053869649
"119",-0.12606637426001,0.225060781953414
"120",-0.164633970003096,0.13221028903351
"121",-0.207669583199466,0.205889663901808
"122",-0.163023884563025,0.161864473739817
"123",-0.147723180040896,0.2148529544721
"124",-0.159277963061596,0.193357138056743
"125",-0.159751886743069,0.210706584593633
"126",-0.162550857887488,0.232453092139065
"127",-0.223353025157845,0.175519580770913
"128",-0.319373454403559,0.202867093207905
"129",-0.277103443983833,0.265226520967955
"130",-0.222788767407872,0.18290819946138
"131",-0.21644091570768,0.190043779913868
"132",-0.21368943952588,0.141047761032953
"133",-0.198630660378925,0.164648195009501
"134",-0.240308063604073,0.184635935099777
"135",-0.245263499104149,0.148402323083586
"136",-0.172225945364306,0.123288403204523
"137",-0.204596826356473,0.259798525057171
"138",-0.375427683979074,0.181018340259448
"139",-0.208292604523755,0.23815650045845
"140",-0.185268266188921,0.16986793154654
"141",-0.228274439421162,0.149077734697427
"142",-0.210367412903159,0.198203311168352
"143",-0.212556548961015,0.195106614358455
"144",-0.191261561254584,0.142952559733446
"145",-0.222796393871326,0.164752105175933
"146",-0.25074394265435,0.125639201706929
"147",-0.244965027045097,0.123872047667747
"148",-0.227744552201422,0.0895988219438268
"149",-0.300361709793956,0.140833185747949
"150",-0.251854333252019,0.112854355925109
"151",-0.319041177022873,0.0928934008723408
"152",-0.322764415598198,0.178320594081524
"153",-0.276014171689098,0.152651207213126
"154",-0.264691722146172,0.146863069398489
"155",-0.235100076799393,0.0981369047892666
"156",-0.299823004403786,0.114157468171286
"157",-0.279538428118773,0.0717959606275767
"158",-0.43289854818813,0.0662762445861773
"159",-0.308108182518954,0.00717919495079656
"160",-0.336375807471317,0.103971187758575
"161",-0.348285319983106,0.0935066181520278
"162",-0.35883651938826,-0.000761464130828369
"163",-0.359924710192456,0.0592065427276802
"164",-0.377503274666833,0.12533583364261
"165",-0.50342484100182,0.0400544803092016
"166",-0.382656656700175,-0.00175815006257169
"167",-0.380540718614454,0.0170815655088917
"168",-0.358896148332714,0.0563739151500094
"169",-0.418070413304717,0.0385223954043338
"170",-0.412740757212161,-0.00142022359720796
"171",-0.367952225034214,0.135404214374622
"172",-0.398284787237236,0.0672375969036152
"173",-0.313307822062931,0.145790129699244
"174",-0.333198604068316,0.128935426795438
"175",-0.373725703289122,0.102962169933511
"176",-0.344157387297403,0.0811500619527556
"177",-0.34338875859996,0.233902073072099
"178",-0.355164323146765,0.0347614546901912
"179",-0.415984976666255,0.0539434463182106
"180",-0.346428545966182,0.0609827555397683
"181",-0.332684263665206,0.107438537852942
